ID,Type,Titre,Résumé,ISBN,Annee,Pages,Langues,Nouveautée,Couverture-bnum,Nom auteur,Prénom Auteur,Particule - auteur,Nom auteur complet
2313,Policier suspens thriller,Spirale,"Dans la maison héritée de sa grand-mère, Valerie, à trente-trois ans,
  entend se consacrer à l'écriture. Elle n'a de contacts qu'avec Gavin, son
  locataire, et ses cousins qui habitent la maison voisine. Bientôt, elle est
  la proie d'hallucinations. Des fantômes parcourent la maison, et sa machine à
  écrire ne lui sert plus qu'à dialoguer avec eux. Elle écrit, et des voix lui
  ordonnent de tuer. Elle obéit. Et nous entraîne dans une effroyable descente
  au fond de l'horreur. Le tour de force de D. A. Fowler est de nous faire
  entrer dans le cerveau déréglé de son héroïne. Nous marchons sur ses pas,
  nous découvrons l'étrange logique de ses actes. Nous sommes les plus proches
  témoins d'une folie destructrice que nous ne pouvons pas arrêter. Spirale, un
  thriller d'exception, délectablement monstrueux, à situer entre des
  chefs-d'œuvre comme Psychose et Rosemary's Baby.",,1999,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2313.webp,FOWLER,D.A.,,D.A. FOWLER
2314,Littérature étrangère,La créature,"Angleterre, 1736. Des voyageurs s'arrêtent dans une auberge, accompagnés
  d'une jeune fille qu'ils disent servante. Peu après, on retrouve leur valet
  pendu au bord d'un chemin, un bouquet de violettes dans la bouche... A partir
  de ce fait divers, John Fowles, le romancier de l'inoubliable Sarah et le
  lieutenant français, nous entraîne dans une passionnante enquête policière où
  la trouble affaire de mœurs débouche sur les mystères sataniques à l'œuvre en
  plein siècle des Lumières. La figure étonnante de Louise, prostituée devenue
  prophétesse, domine ce roman historique fulgurant et sombre, sacré par la
  rédaction de Lire "" meilleur livre de l'année 1987 "".",,1990,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2314.webp,FOWLES,John,,John FOWLES
2315,Littérature étrangère,Sarah et le lieutenant français,"Ce roman, qui se déroule en Angleterre, raconte l'histoire d'un homme qui, après avoir perdu son amour, se lance dans une quête pour le retrouver. Il est confronté à des dilemmes moraux, à des doutes, et à une vérité qui va le bouleverser.",,1972,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2315.webp,FOWLES,John,,John FOWLES
2316,Littérature étrangère,Côte Ouest,"Annie Gianfala, dix-sept ans,
  abandonnée par son père, est seule et fauchée. Elle avance vers l'Ouest,
  comme l'Amérique le fit un jour, mais son voyage se déroule dans les années
  qui précèdent la Seconde Guerre mondiale. Elle dérive, portée par les courants
  de la Dépression, l'enthousiasme des communistes pour le Parti et l'URSS,
  puis le dégoût que beaucoup ressentent ensuite. Parmi ceux qu'elle rencontre,
  et qui font son éducation, sur le plan intellectuel aussi bien que physique,
  il y a des idiots, des paumés, des intellectuels blasés, des amants en tout
  genre, aussi bien que des cadres du Parti, des Noirs, des homosexuels, et
  toutes sortes d'écrivains ratés ou en train de le devenir. Annie est à la
  fois une enfant perdue et une femme douée de pouvoir. Ce roman, qui explore
  si magnifiquement les sens, les transcende en même temps.",9782070789450,2007,447,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2316.webp,FOX,Paula,,Paula FOX
2317,Littérature étrangère,La légende d'une servante,"Luisa de la Cueva, fille d'un grand
  propriétaire de plantation à sucre et d'une domestique indigène, est née sur
  l'île de San Pedro dans les Caraïbes. Elle y passe une partie de son enfance.
  Mais son père, craignant la révolution, emmène sa famille à New York où, là,
  le nom de la Cueva n'évoque plus rien. Alors, elle trouve un travail de
  servante, gagnant ainsi son indépendance.",,2005,429,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2317.webp,FOX,Paula,,Paula FOX
2318,Littérature étrangère,Le dieu des cauchemars,"En 1941, Helen Bynum quitte pour la
  première fois le domicile familial et gagne le Quartier français de La
  Nouvelle-Orléans, où elle rejoint sa tante, une actrice aux charmes abîmés
  par l'alcool et une vie dissolue. Elle y découvre la vie dans ce qu'elle a de
  passionné et d'aventureux. Confrontée à des réalités et dilemmes jusqu'alors
  insoupçonnés, elle connaît en compagnie de ses amis, des intellectuels
  bohèmes, le désir et l'amour, l'amitié et ses déboires. Son univers se mêle
  au mystère étouffant d'une ville dont la sensualité est ici magnifiée. ""
  Avec intelligence et humour, Paula Fox livre ici un regard distancié, à la
  fois cruel et désarmant, sur les faux-semblants de la petite bourgeoisie et
  les hypocrisies de l'Amérique d'après-guerre. "" Solène de Royer, Le
  Monde.",9782070787289,2006,247,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2318.webp,FOX,Paula,,Paula FOX
2319,Littérature étrangère,Les enfants de la veuve,"À la veille d'un voyage en Afrique, Laura Maldonada Clapper et son mari,
  Desmond, boivent du scotch assis dans une chambre d'hôtel new-yorkaise, en
  attendant leurs trois invités : Clara, la timide fille de Laura née d'un
  précédent mariage; Carlos, l'exubérant frère de Laura, critique musical raté;
  et Peter, un éditeur falot et mélancolique que Laura n'a pas revu depuis un
  an. Ce qui s'annonçait comme une petite fête de départ se transforme bientôt
  en un amer et angoissant règlement de compte familial. Laura, sorte de
  ""diva"", qui tout au moins semble se considérer comme telle,
  orchestre la soirée avec une impériale cruauté et multiplie insinuations et
  hostilités pour tenter de cacher une terrible nouvelle qu'elle vient
  d'apprendre. Paula Fox révèle une fois de plus son incontestable maîtrise
  esthétique et sa capacité à raconter les relations humaines telles qu'elles
  sont et non telles qu'elles devraient être. Elle met en scène avec une grande
  subtilité la toute-puissance maternelle dans",,2011,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2319.webp,FOX,Paula,,Paula FOX
2320,Littérature étrangère,Pauvre Georges !,"Ce roman raconte l'histoire d'un homme qui, après avoir perdu son amour, se lance dans une quête pour le retrouver. Il est confronté à des dilemmes moraux, à des doutes, et à une vérité qui va le bouleverser.",9782253055839,1991,249,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2320.webp,FOX,Paula,,Paula FOX
2324,Littérature française,La vie en fleur,"On ne donne pas assez ce jour-la, Fontanet et moi, tous deux eleves de
  cinquieme sous M. Brard, ayant quitte le college a quatre heures et demie, au
  son de la cloche, selon la coutume, nous descendions la rue du Cherche-midi,
  suivis de Madame Tourtour, attachee a la famille Fontanet, et de Justine, que
  mon pere avait surnommee la catastrophe parce qu'elle dechainait
  ordinairement autour d'elle les fureurs du feu, de l'air et des eaux, et que
  tous les objets qu'elle tenait dans ses mains lui echappaient soudain pour
  prendre des directions imprevues.",,1922,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2324.webp,FRANCE,Anatole,,Anatole FRANCE
2327,Littérature française,Le livre de mon ami,""" Composons une Histoire de France, avec tous les détails, en cinquante volumes ... "" Voilà, c'est dit ! Cinquante volumes, c'est bien le moins. Et tous les détails, hein ! Tous ! A six ans, Fontanet et Nozière n'ont peur de rien. Et certainement pas d'une aventure comme celle-là... Alors, quand le petit Pierre rencontre pour la première fois sa marraine, il sait très bien à qui il a affaire. C'est une fée. Et qu'on ne vienne pas lui dire le contraire. Il a vu ses yeux d'or, entendu son rire de source claire. Et elle parle de la mer comme personne ! Le monde ? oh, il connaît ! Que ce soit les monstres au bec de cigogne qui rasent les murs de sa chambre en silence ou les belles dames mystérieuses du voisinage, on ne lui fait pas prendre des vessies pour des lanternes. Et les miracles, comme pour Suzanne qui déjà parle aux étoiles, il connaît ! Alors le reste...",9782277301233,1885,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2327.webp,FRANCE,Anatole,,Anatole FRANCE
2328,Vie pratique,Trucs et astuces pour votre cuisine,"Ce guide pratique offre des conseils pour la cuisine avec des astuces. L'auteure y explique les recettes, les techniques de préparation, et les bienfaits de cette pratique, dans un style à la fois simple et accessible.",,1999,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2328.webp,FRANCE,Christine,,Christine FRANCE
2329,Littérature française,"Ecrivez-moi, Madeleine","A la suite d'une erreur de distribution, une lettre adressée à Alain par
  Ilo de Franceschi, alors légionnaire dans le sud marocain, échoue chez
  Madeleine Allain qui, émue par le message, lui répond. S'ensuit un échange
  épistolaire entre ces deux êtres qui jamais ne se rencontreront. llo de
  Franceschi est né à Trieste au début du XXe siècle, dans une famille
  aristocratique protestante. A la suite d'une déception amoureuse, il s'engage
  dans la Légion étrangère en 1937 puis rejoint la résistance en 1942. Il est
  mort à Paris en 1985. Et le ""miracle"" des hasards a voulu que
  Madeleine repose aujourd'hui à quelques mètres à peine de son grand amour
  jamais rencontré.",,1989,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2329.webp,FRANCESCHI,Ilo,de,Ilo de FRANCESCHI
2330,Littérature française,La séparation,"Ce roman, qui se déroule à Paris, raconte l'histoire d'une famille qui, après avoir perdu sa fortune, se retrouve confrontée à la misère. Elle se bat pour survivre, dans un monde où les apparences sont trompeuses.",,2021,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2330.webp,FRANCK,Dan,,Dan FRANCK
2331,Littérature française,Les enfants,"La vie offre-t-elle à l'amour une seconde chance ? Dix ans après La
  Séparation, Dan Franck nous offre le grand roman des "" familles
  recomposées "", tout en humour, en drôlerie, en gravité, en émotion. Lui
  vit une existence de célibataire joyeux ("" Les femmes comptent moins
  qu'il ne les compte "") quand il rencontre Jeanne. Tous deux sont
  divorcés. Il a deux fils : Tom (7 ans) et Victor (11 ans), qui vivent chez
  leur mère ("" Quand ses fils reviennent, il remarque : ils ont changé. Du
  mouvement, il ne perçoit qu'une succession d'arrêts sur image. Mais le film
  tourne sans lui ""). Jeanne a une fille, Héloïse, et un fils, Paul, qui
  vivent avec elle. Leur histoire d'amour commence dans l'émerveillement et la
  clandestinité, puis devient une course d'obstacles de plus en plus ardue à
  mesure que leurs existences se rapprochent. Il leur faut vaincre les
  multiples culpabilités qui, immanquablement, assaillent les parents des
  familles en voie de recomposition ; trouver un équilibre entre des modes d",,2003,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2331.webp,FRANCK,Dan,,Dan FRANCK
2332,Littérature française,Nu couché,"En 1914, Lev Korovine, peintre russe émigré à Paris, est laissé pour mort
  dans une tranchée où il entend, pendant onze heures, un camarade agonisant
  lui scander à l'oreille le nom d'une femme mystérieuse : Mareva. Revenu à
  Paris, Lev découvre que la guerre a tué en lui toute possibilité de création
  et que seule cette femme lui permettra peut-être de renouer avec l'art.
  Commence alors une quête désespérée, à laquelle se joignent ceux qui firent
  la légende de Montparnasse : Apollinaire, Cendrars, Max Jacob, Modigliani,
  Soutine, Pascin, hommes solidaires et généreux autour desquels gravitent
  modèles, prostituées, agents de la préfecture, souteneurs... Dans ce roman au
  souffle exceptionnel, la grande époque de Montparnasse ressurgit soudain,
  magique et envoûtante, illuminée par la splendeur de ses bordels et la misère
  de ses ateliers d'artistes.",,1998,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2332.webp,FRANCK,Dan,,Dan FRANCK
2333,Littérature étrangère,La femme de Midi,"Ce roman, qui se déroule en France, raconte l'histoire d'une femme qui, après avoir été abandonnée par son mari, se retrouve seule pour élever ses enfants. Elle est confrontée à la solitude, à la mort, et à une nouvelle vie.",9782286063931,2009,369,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2333.webp,FRANCK,Julia,,Julia FRANCK
2334,Sciences ,Eloquence de la sardine,"Et si l’on écoutait sous l’eau ? Drôle d’idée ? Pourtant, dans leur «
  monde du silence », les poissons parlent... et ils ont bien des choses à nous
  dire ! À la fois scientifique, spécialiste des animaux marins et orateur,
  Bill François nous entraîne avec simplicité et humour à la rencontre des
  baleines musiciennes ou du cabillaud qui a découvert l’Amérique. Il donne la
  parole à la sardine comme au thon rouge, nous fait entendre la voix de
  l’hippocampe et le chant des coquilles Saint-Jacques. À la lumière des
  méduses fluorescentes aux couleurs invisibles, ce livre est une plongée dans
  les profondeurs de la Science et de l’Histoire, où les légendes sont souvent
  plus crédibles que l’incroyable réalité. Mythes, anecdotes et découvertes
  scientifiques nagent de concert dans ce récit, immersion onirique pour
  s’émerveiller et respecter cet univers insoupçonné. Vous ne verrez plus
  jamais de la même façon une sortie à la plage, votre sandwich thon-crudités
  ou un plateau de fruits de mer...",9782213715025,2019,162,fr,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2334.webp,FRANCOIS,Bill,,Bill FRANCOIS
2335,Littérature étrangère,Contes,"Ce recueil de contes, qui est un témoignage, retrace l'histoire d'une jeune fille qui a vécu cachée pendant la Seconde Guerre mondiale. L'auteure y explore les thèmes de la vie, de la mort, et de la spiritualité, dans un style à la fois simple et profond.",,2022,,fre,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2335.webp,FRANK,Anne,,Anne FRANK
2336,Littérature étrangère,Journal,"Ce journal, qui est un témoignage, retrace l'histoire d'une jeune fille qui a vécu cachée pendant la Seconde Guerre mondiale. L'auteure y explore les thèmes de l'amour, de la mort, et de la spiritualité, dans un style à la fois simple et profond.",,2017,,,false,https://bnum.din.gouv.fr/mdrive/index.php/s/CtDLGZw5GxpyZWr/download?path=&files=2336.webp,FRANK,Anne,,Anne FRANK
